Genus,Species,Binomial,Height.max..m.,Height.actual..m.,P50..MPa.,P12..MPa.,P88..MPa.,Slope,Ks..kg.m.1.MPa.1.s.1.,KL..kg.m.1.MPa.1.s.1.,Huber.value,SLA..cm2.g.1.,Latitude,Longitude,Altitude..m.,MATbest,PPTbest,References
Leptospermum,scoparium,Leptospermum scoparium,5,NA,NA,NA,NA,NA,0.8,0.000131485,0.00020966,93.01380434,NA,NA,198,11.3,826,Gleason et al. 2011
Leucopogon,ericoides,Leucopogon ericoides,2.4,NA,NA,NA,NA,NA,1.18,0.00026146,0.000212987,110.8015192,NA,NA,198,11.3,826,Gleason et al. 2011
Melaleuca,squamea,Melaleuca squamea,2,NA,NA,NA,NA,NA,2.96,0.000838968,0.000288504,90.48218003,NA,NA,198,11.3,826,Gleason et al. 2011
Melaleuca,squarrosa,Melaleuca squarrosa ,4.5,NA,NA,NA,NA,NA,4.1,0.000692412,0.00021833,101.2956887,NA,NA,198,11.3,826,Gleason et al. 2011
Monotoca,glauca,Monotoca glauca,4,NA,NA,NA,NA,NA,1.69,0.000490978,0.000191614,81.27250489,NA,NA,198,11.3,826,Gleason et al. 2011
Oxylobium,ellipticum,Oxylobium ellipticum,2.7,NA,NA,NA,NA,NA,1.78,0.00044687,0.000403902,66.83502616,NA,NA,198,11.3,826,Gleason et al. 2011
Acacia,flavescens,Acacia flavescens,16,NA,NA,NA,NA,NA,5.78,0.000901444,0.000143117,54.72677421,NA,NA,680,21.3,1139,Gleason et al. 2011
Acacia,leptostachya,Acacia leptostachya,1.5,NA,NA,NA,NA,NA,0.28,0.0000839,0.000239501,55.56155909,NA,NA,680,21.3,1139,Gleason et al. 2011
Allocasuarina,torulosa,Allocasuarina torulosa,15,NA,NA,NA,NA,NA,4.32,0.001237697,0.000235937,37.81566294,NA,NA,680,21.3,1139,Gleason et al. 2011
Bursaria,incana,Bursaria incana,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,680,21.3,1139,Gleason et al. 2011
Corymbia,citriodora,Corymbia citriodora,35,NA,NA,NA,NA,NA,11.91,0.000803419,0.0000973,85.87298665,NA,NA,680,21.3,1139,Gleason et al. 2011
Corymbia,intermedia,Corymbia intermedia,35,NA,NA,NA,NA,NA,9.06,0.001326208,0.0000876,73.88835521,NA,NA,680,21.3,1139,Gleason et al. 2011
Corymbia,trachyphloia,Corymbia trachyphloia,30,NA,NA,NA,NA,NA,8.03,0.000938681,0.000114502,68.82678805,NA,NA,680,21.3,1139,Gleason et al. 2011
Eucalyptus,portuensis,Eucalyptus portuensis,35,NA,NA,NA,NA,NA,7.92,0.001411991,0.000150721,48.50424771,NA,NA,680,21.3,1139,Gleason et al. 2011
Gastrolobium,grandiflorum,Gastrolobium grandiflorum,1.3,NA,NA,NA,NA,NA,5.54,0.001134305,0.000320848,67.41852301,NA,NA,680,21.3,1139,Gleason et al. 2011
Grevillea,glauca,Grevillea glauca,8,NA,NA,NA,NA,NA,11.42,0.001643644,0.000171629,65.94985672,NA,NA,680,21.3,1139,Gleason et al. 2011
Grevillea,parallela,Grevillea parallela,7,NA,NA,NA,NA,NA,6.07,0.000942656,0.000201767,47.15002665,NA,NA,680,21.3,1139,Gleason et al. 2011
Lophostemon,suaveolens,Lophostemon suaveolens,25,NA,NA,NA,NA,NA,6.72,0.000663974,0.000280959,73.06063747,NA,NA,680,21.3,1139,Gleason et al. 2011
Persoonia,falcata,Persoonia falcata,4,NA,NA,NA,NA,NA,3.88,0.000610738,0.000200172,51.65213314,NA,NA,680,21.3,1139,Gleason et al. 2011
Petalostigma,pubescens,Petalostigma pubescens,5,NA,NA,NA,NA,NA,3.8,0.001247968,0.000249357,70.97080021,NA,NA,680,21.3,1139,Gleason et al. 2011
Planchonia,careya,Planchonia careya,7,NA,NA,NA,NA,NA,10.27,0.002242828,0.000263964,103.6539257,NA,NA,680,21.3,1139,Gleason et al. 2011
Pogonolobus,reticulatus,Pogonolobus reticulatus,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,680,21.3,1139,Gleason et al. 2011
Xylomelum,scottianum,Xylomelum scottianum,7,NA,NA,NA,NA,NA,1.23,0.000306041,0.000161827,73.71614567,NA,NA,680,21.3,1139,Gleason et al. 2011
Acacia,colletioides,Acacia colletioides,2.6,NA,NA,NA,NA,NA,NA,NA,0.001021848,23.67210723,NA,NA,178,17.9,415,Gleason et al. 2011
Acacia,havilandiorum,Acacia havilandiorum,4,NA,NA,NA,NA,NA,0.86,0.000555792,0.000930187,23.24019926,NA,NA,178,17.9,415,Gleason et al. 2011
Beyeria,opaca,Beyeria opaca,0.7,NA,NA,NA,NA,NA,0.26,NA,0.000545611,59.29175646,NA,NA,178,17.9,415,Gleason et al. 2011
Bossiaea,walkeri,Bossiaea walkeri,2,NA,NA,NA,NA,NA,0.15,0.0000593,0.000339406,28.39685779,NA,NA,178,17.9,415,Gleason et al. 2011
Brachychiton,populneus,Brachychiton populneus,7,NA,NA,NA,NA,NA,2.51,0.000525262,0.000185909,97.92608151,NA,NA,178,17.9,415,Gleason et al. 2011
Dodonaea,viscosa,Dodonaea viscosa cuneata,4,NA,NA,NA,NA,NA,1.27,0.000565216,0.000444605,91.51888275,NA,NA,178,17.9,415,Gleason et al. 2011
Dodonaea,viscosa,Dodonaea viscosa spathulata,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178,17.9,415,Gleason et al. 2011
Eremophila,deserti,Eremophila deserti,1.2,NA,NA,NA,NA,NA,0.25,0.000235306,0.001001793,49.52945921,NA,NA,178,17.9,415,Gleason et al. 2011
Eremophila,glabra,Eremophila glabra,1.3,NA,NA,NA,NA,NA,0.22,0.000181596,0.001068246,62.6870508,NA,NA,178,17.9,415,Gleason et al. 2011
Eucalyptus,dumosa,Eucalyptus dumosa,6,NA,NA,NA,NA,NA,0.83,0.000157667,0.000166555,30.1895327,NA,NA,178,17.9,415,Gleason et al. 2011
Eucalyptus,socialis,Eucalyptus socialis,8.3,NA,NA,NA,NA,NA,1.63,0.000363972,0.000184803,32.56091635,NA,NA,178,17.9,415,Gleason et al. 2011
Geijera,parviflora,Geijera parviflora,10.3,NA,NA,NA,NA,NA,0.71,0.000209087,0.000248363,66.21708849,NA,NA,178,17.9,415,Gleason et al. 2011
Melaleuca,uncinata,Melaleuca uncinata,3.1,NA,NA,NA,NA,NA,0.44,0.000252284,0.000829776,27.41393787,NA,NA,178,17.9,415,Gleason et al. 2011
Micromyrtus,sessilis,Micromyrtus sessilis,1.5,NA,NA,NA,NA,NA,0.14,0.0000406,0.000375782,86.85609502,NA,NA,178,17.9,415,Gleason et al. 2011
Pimelea,microcephala,Pimelea microcephala,3,NA,NA,NA,NA,NA,0.75,0.00017118,0.000232287,176.103022,NA,NA,178,17.9,415,Gleason et al. 2011
Santalum,acuminatum,Santalum acuminatum,6,NA,NA,NA,NA,NA,1.21,0.000500866,0.000343975,49.06249168,NA,NA,178,17.9,415,Gleason et al. 2011
Senna,artemisioides,Senna artemisioides,2.5,NA,NA,NA,NA,NA,0.34,0.000169997,0.000819342,25.82299323,NA,NA,178,17.9,415,Gleason et al. 2011
Acacia,parvipinnula,Acacia parvipinnula,6,NA,NA,NA,NA,NA,0.91,0.000116555,0.0000917,176.6107618,NA,NA,314,16.6,812,Gleason et al. 2011
Angophora,costata,Angophora costata,30,NA,NA,NA,NA,NA,1.76,0.000181494,0.00015047,55.82553502,NA,NA,314,16.6,812,Gleason et al. 2011
Daviesia,squarrosa,Daviesia squarrosa,1.5,NA,NA,NA,NA,NA,0.97,0.000295055,0.000254067,92.28037912,NA,NA,314,16.6,812,Gleason et al. 2011
Eucalyptus,crebra,Eucalyptus crebra,35,NA,NA,NA,NA,NA,2.68,0.000288583,0.000144632,66.89913581,NA,NA,314,16.6,812,Gleason et al. 2011
Eucalyptus,fibrosa,Eucalyptus fibrosa,35,NA,NA,NA,NA,NA,1.71,0.000166801,0.00017458,38.56660335,NA,NA,314,16.6,812,Gleason et al. 2011
Eucalyptus,punctata,Eucalyptus punctata,35,NA,NA,NA,NA,NA,2.16,0.000314143,0.000138651,46.1795423,NA,NA,314,16.6,812,Gleason et al. 2011
Eucalyptus,sparsifolia,Eucalyptus sparsifolia,20,NA,NA,NA,NA,NA,3.37,NA,0.000173813,39.98563149,NA,NA,314,16.6,812,Gleason et al. 2011
Exocarpos,cupressiformis,Exocarpos cupressiformis,6,NA,NA,NA,NA,NA,2.09,0.00039423,0.000246097,48.46365147,NA,NA,314,16.6,812,Gleason et al. 2011
Grevillea,mucronulata,Grevillea mucronulata,2,NA,NA,NA,NA,NA,0.95,0.000164361,0.0000973,132.9376304,NA,NA,314,16.6,812,Gleason et al. 2011
Jacksonia,scoparia,Jacksonia scoparia,3,NA,NA,NA,NA,NA,1.13,0.000331489,0.00035567,43.90431938,NA,NA,314,16.6,812,Gleason et al. 2011
Melaleuca,pallida,Melaleuca pallida,5,NA,NA,NA,NA,NA,0.26,0.0000509,0.000156839,66.03080692,NA,NA,314,16.6,812,Gleason et al. 2011
Monotoca,scoparia,Monotoca scoparia,1,NA,NA,NA,NA,NA,0.4,0.000111066,0.000253384,77.46557699,NA,NA,314,16.6,812,Gleason et al. 2011
Persoonia,linearis,Persoonia linearis,4,NA,NA,NA,NA,NA,1.91,0.000648626,0.000146453,76.76236683,NA,NA,314,16.6,812,Gleason et al. 2011
Podolobium,ilicifolium,Podolobium ilicifolium,2,NA,NA,NA,NA,NA,1.03,0.000206189,0.000175434,82.28524388,NA,NA,314,16.6,812,Gleason et al. 2011
Pultenaea,scabra,Pultenaea scabra,1.5,NA,NA,NA,NA,NA,0.86,0.00019736,0.000203009,107.5364259,NA,NA,314,16.6,812,Gleason et al. 2011
Styrax,ferrugineus,Styrax ferrugineus,NA,NA,-3.35,NA,NA,NA,2.59,0.000487,0.000189,56.78591709,-15.9333333333333,-47.8833333333333,1100,NA,NA,Hao et al. 2008
Styrax,pohlii,Styrax pohlii,NA,NA,-2,NA,NA,NA,3.45,0.00069,0.000202,81.83306056,-15.9333333333333,-47.8833333333333,1100,NA,NA,Hao et al. 2008
Hymenaea,stignocarpa,Hymenaea stignocarpa,NA,NA,-3.17,NA,NA,NA,3.59,0.000656,0.00018,68.87052342,-15.9333333333333,-47.8833333333333,1100,NA,NA,Hao et al. 2008
Hymenaea,martiana,Hymenaea martiana,NA,NA,-2.8,NA,NA,NA,2.94,0.000412,0.000146,96.52509653,-15.9333333333333,-47.8833333333333,1100,NA,NA,Hao et al. 2008
Myrsine,guianensis,Myrsine guianensis,NA,NA,-2.12,NA,NA,NA,2,0.000384,0.000181,51.51983514,-15.9333333333333,-47.8833333333333,1100,NA,NA,Hao et al. 2008
Myrsine,ferruginea,Myrsine ferruginea,NA,NA,-3.08,NA,NA,NA,3.25,0.000434,0.000147,115.0747986,-15.9333333333333,-47.8833333333333,1100,NA,NA,Hao et al. 2008
Symplocos,lanceolata,Symplocos lanceolata,NA,NA,-1.5,NA,NA,NA,1.62,0.000417,0.000278,68.87052342,-15.9333333333333,-47.8833333333333,1100,NA,NA,Hao et al. 2008
Symplocos,mosenii,Symplocos mosenii,NA,NA,-1.6,NA,NA,NA,4.78,0.000856,0.000188,81.36696501,-15.9333333333333,-47.8833333333333,1100,NA,NA,Hao et al. 2008
Miconia,pohliana,Miconia pohliana,NA,NA,-3.1,NA,NA,NA,4.73,0.001092,0.000289,54.2888165,-15.9333333333333,-47.8833333333333,1100,NA,NA,Hao et al. 2008
Miconia,cuspidata,Miconia cuspidata,NA,NA,-3.4,NA,NA,NA,5.37,0.000344,0.000075,103.5196687,-15.9333333333333,-47.8833333333333,1100,NA,NA,Hao et al. 2008
Aegiphila,lhotzkiana,Aegiphila lhotzkiana,NA,NA,NA,NA,NA,NA,6.17,0.000846,0.00015,104.6025105,-15.9333333333333,-47.8833333333333,1100,NA,NA,Hao et al. 2008
Aegiphila,selloiana,Aegiphila selloiana,NA,NA,NA,NA,NA,NA,13.78,0.001683,0.000126,127.8772379,-15.9333333333333,-47.8833333333333,1100,NA,NA,Hao et al. 2008
Ficus,tinctoria,Ficus tinctoria,NA,NA,NA,NA,NA,NA,2.506015418,0.00016487,0.0000604,120.3192804,21.9333333333333,101.25,600,NA,NA,"Hao et al. 2010, 2011"
Ficus,religosa,Ficus religosa,NA,NA,NA,NA,NA,NA,2.362987908,0.000356274,0.000130459,117.4175265,21.9333333333333,101.25,600,NA,NA,"Hao et al. 2010, 2011"
Ficus,concinna,Ficus concinna,NA,NA,NA,NA,NA,NA,1.6403757,0.000111201,0.0000673,114.5081873,21.9333333333333,101.25,600,NA,NA,"Hao et al. 2010, 2011"
Ficus,benjamina,Ficus benjamina,NA,NA,NA,NA,NA,NA,1.503144126,0.000129024,0.0000576,100.8579074,21.9333333333333,101.25,600,NA,NA,"Hao et al. 2010, 2011"
Ficus,curtipes,Ficus curtipes,NA,NA,NA,NA,NA,NA,1.251503194,0.000160833,0.000135974,64.64236396,21.9333333333333,101.25,600,NA,NA,"Hao et al. 2010, 2011"
Ficus,altissima,Ficus altissima,NA,NA,NA,NA,NA,NA,2.575423343,0.000352085,0.000061,67.71436554,21.9333333333333,101.25,600,NA,NA,"Hao et al. 2010, 2011"
Ficus,virens,Ficus virens,NA,NA,NA,NA,NA,NA,2.126044587,0.000323667,0.000100959,108.8317254,21.9333333333333,101.25,600,NA,NA,"Hao et al. 2010, 2011"
Ficus,hispida,Ficus hispida,NA,NA,NA,NA,NA,NA,4.074221335,0.000577615,0.000115954,106.8431749,21.9333333333333,101.25,600,NA,NA,"Hao et al. 2010, 2011"
Ficus,semicordata,Ficus semicordata,NA,NA,NA,NA,NA,NA,9.443862701,0.000985054,0.0000901,124.1240837,21.9333333333333,101.25,600,NA,NA,"Hao et al. 2010, 2011"
Ficus,auriculata,Ficus auriculata,NA,NA,NA,NA,NA,NA,6.421055747,0.000585442,0.0000823,148.4188418,21.9333333333333,101.25,600,NA,NA,"Hao et al. 2010, 2011"
Ficus,racemosa,Ficus racemosa,NA,NA,NA,NA,NA,NA,12.69076004,0.002419125,0.00016756,199.1876529,21.9333333333333,101.25,600,NA,NA,"Hao et al. 2010, 2011"
Ficus,esquiroliana ,Ficus esquiroliana,NA,NA,NA,NA,NA,NA,3.719531213,0.000687913,0.0000484,205.2966537,21.9333333333333,101.25,600,NA,NA,"Hao et al. 2010, 2011"
Ficus,fistulosa,Ficus fistulosa,NA,NA,NA,NA,NA,NA,6.125911973,0.000600966,0.0000901,144.7440705,21.9333333333333,101.25,600,NA,NA,"Hao et al. 2010, 2011"
Ficus,callosa,Ficus callosa,NA,NA,NA,NA,NA,NA,6.95329066,0.000828043,0.0000905,135.1200362,21.9333333333333,101.25,600,NA,NA,"Hao et al. 2010, 2011"
Pseudotsuga,menziesii,Pseudotsuga menziesii,NA,14.1,-3.32,-2.8,-3.79,NA,NA,NA,NA,NA,50.15,-144.366666666667,494,NA,NA,"Andrews et al., 2012"
Pinus,contorta,Pinus contorta,NA,15.2,-3.69,-3.26,-4.18,77.55102041,NA,NA,NA,NA,50.3833333333333,-114.7,576,NA,NA,"Andrews et al., 2012"
Nothofagus,pumilio,Nothofagus pumilio,NA,NA,-2.11,NA,NA,NA,NA,NA,NA,NA,-43.2666666666667,-71.6833333333333,1500,NA,NA,"Bucci et al., 2012"
Nothofagus,pumilio,Nothofagus pumilio,NA,NA,-1.83,NA,NA,NA,NA,NA,NA,NA,-42.9,-71.3,900,NA,NA,"Bucci et al., 2012"
Nothofagus,glauca,Nothofagus glauca,NA,NA,-0.94,NA,NA,NA,NA,NA,NA,NA,-35.8333333333333,-72.5,671,NA,NA,"Bucci et al., 2012"
Nothofagus,antarctica,Nothofagus antarctica,NA,NA,-2.44,NA,NA,NA,NA,NA,NA,NA,-43.2666666666667,-71.6833333333333,1500,NA,NA,"Bucci et al., 2012"
Nothofagus,antarctica,Nothofagus antarctica,NA,NA,-1.99,NA,NA,NA,NA,NA,NA,NA,-42.9166666666667,-71.4166666666667,100,NA,NA,"Bucci et al., 2012"
Nothofagus,obliqua,Nothofagus obliqua,NA,NA,-1.2,NA,NA,NA,NA,NA,NA,NA,-35.8333333333333,-72.5,671,NA,NA,"Bucci et al., 2012"
Nothofagus,dombeyi,Nothofagus dombeyi,NA,NA,-1.39,NA,NA,NA,NA,NA,NA,NA,-35.8333333333333,-72.5,671,NA,NA,"Bucci et al., 2012"
Nothofagus,dombeyi,Nothofagus dombeyi,NA,NA,-1.55,NA,NA,NA,NA,NA,NA,NA,-43.1166666666667,-71.55,1032,NA,NA,"Bucci et al., 2012"
Nothofagus,alessandrii,Nothofagus alessandrii,NA,NA,-1.7,NA,NA,NA,NA,NA,NA,NA,-35.8333333333333,-72.5,224,NA,NA,"Bucci et al., 2012"
Acer,floridanum,Acer floridanum,NA,NA,-3.77,NA,NA,NA,NA,NA,NA,NA,35.76497,-78.681725,NA,NA,NA,"Hoffmann et al., 2011"
Fagus,grandiflora,Fagus grandiflora,NA,NA,-5.08,NA,NA,NA,NA,NA,NA,NA,35.76497,-78.681725,NA,NA,NA,"Hoffmann et al., 2011"
Oxydendron,arboreum,Oxydendron arboreum,NA,NA,-4.54,NA,NA,NA,NA,NA,NA,NA,35.76497,-78.681725,NA,NA,NA,"Hoffmann et al., 2011"
Prunus,serotina,Prunus serotina,NA,NA,-4.27,NA,NA,NA,NA,NA,NA,NA,35.76497,-78.681725,NA,NA,NA,"Hoffmann et al., 2011"
Viburnum,acerifolium,Viburnum acerifolium,NA,NA,-5.28,NA,NA,NA,NA,NA,NA,NA,35.76497,-78.681725,NA,NA,NA,"Hoffmann et al., 2011"
Viburnum,nudum,Viburnum nudum,NA,NA,-5.44,NA,NA,NA,NA,NA,NA,NA,35.76497,-78.681725,NA,NA,NA,"Hoffmann et al., 2011"
Viburnum,rafinesquianum,Viburnum rafinesquianum,NA,NA,-4.27,NA,NA,NA,NA,NA,NA,NA,35.76497,-78.681725,NA,NA,NA,"Hoffmann et al., 2011"
Acer,rubrum,Acer rubrum,NA,NA,-3.91,-2.92,-5.92,18.90547264,NA,NA,NA,NA,41.3166666666667,-78.4333333333333,NA,NA,NA,"Johnson et al., 2011"
Acer,rubrum,Acer rubrum,NA,NA,-1.65,-1.13,-2.22,66.66666667,NA,NA,NA,NA,41.3166666666667,-78.4333333333333,NA,NA,NA,"Johnson et al., 2011"
Liriodendron,tulipifera,Liriodendron tulipifera,NA,NA,-2.99,-2.23,NA,NA,NA,NA,NA,NA,41.3166666666667,-78.4333333333333,NA,NA,NA,"Johnson et al., 2011"
Liriodendron,tulipifera,Liriodendron tulipifera,NA,NA,-1.18,-0.76,-1.9,52.77777778,NA,NA,NA,NA,41.3166666666667,-78.4333333333333,NA,NA,NA,"Johnson et al., 2011"
Pinus,virginiana,Pinus virginiana,NA,NA,-4.07,-2.83,-5.32,30.4,NA,NA,NA,NA,41.3166666666667,-78.4333333333333,NA,NA,NA,"Johnson et al., 2011"
Pinus,virginiana,Pinus virginiana,NA,NA,-0.77,-0.65,-1.1,115.1515152,NA,NA,NA,NA,41.3166666666667,-78.4333333333333,NA,NA,NA,"Johnson et al., 2011"
Corylus,cornuta,Corylus cornuta,NA,NA,-2.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Johnson et al., 2012"
Pinus,ponderosa,Pinus ponderosa,NA,NA,-1.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Johnson et al., 2012"
Quercus,garryana,Quercus garryana,NA,NA,-3.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Johnson et al., 2012"
Quercus,rubra,Quercus rubra,NA,NA,-1.98,NA,NA,NA,NA,NA,NA,NA,41.3166666666667,-78.4333333333333,NA,NA,NA,"Johnson et al., 2012"
Rhododendron,macrophylum,Rhododendron macrophylum,NA,NA,-1.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Johnson et al., 2012"
Quercus,ilex,Quercus ilex,5.5,NA,-3.88,NA,NA,NA,NA,NA,NA,NA,-3.59611111111111,-43.7413888888889,270,NA,NA,"Limousin et al., 2012"
Quercus,ilex,Quercus ilex,5.5,NA,-3.41,-0.55,-7.58,9.112709832,NA,NA,NA,NA,3.59611111111111,-43.7413888888889,270,NA,NA,"Limousin et al., 2012"
Quercus,ilex,Quercus ilex,5.5,NA,-2.39,-0.08,-7.03,8.189655172,NA,NA,NA,NA,3.59611111111111,-43.7413888888889,270,NA,NA,"Limousin et al., 2012"
Quercus,ilex,Quercus ilex,5.5,NA,-1.89,NA,-5.13,11.72839506,NA,NA,NA,NA,3.59611111111111,-43.7413888888889,270,NA,NA,"Limousin et al., 2012"
Albizia,julibrissin,Albizia julibrissin,NA,NA,-0.89,NA,NA,NA,NA,NA,NA,NA,34.1333333333333,-117.833333333333,NA,NA,NA,"Litvak et al., 2012"
Citris,aurantium,Citris aurantium,NA,NA,-1.41,NA,NA,NA,NA,NA,NA,NA,34.1333333333333,-117.833333333333,NA,NA,NA,"Litvak et al., 2012"
Citris,limon,Citris  limon,NA,NA,-0.42,NA,NA,NA,NA,NA,NA,NA,34.1333333333333,-117.833333333333,NA,NA,NA,"Litvak et al., 2012"
Citris,sinensis,Citris sinensis,NA,NA,-0.25,NA,NA,NA,NA,NA,NA,NA,34.1333333333333,-117.833333333333,NA,NA,NA,"Litvak et al., 2012"
Betula,pendula,Betula pendula,NA,NA,-2.09,NA,NA,NA,NA,NA,NA,NA,34.1333333333333,-117.833333333333,NA,NA,NA,"Litvak et al., 2012"
Casuarina,obesa,Casuarina obesa,NA,NA,-1.39,NA,NA,NA,NA,NA,NA,NA,34.1333333333333,-117.833333333333,NA,NA,NA,"Litvak et al., 2012"
Cocculus,laurifolius,Cocculus laurifolius,NA,NA,-0.64,NA,NA,NA,NA,NA,NA,NA,34.1333333333333,-117.833333333333,NA,NA,NA,"Litvak et al., 2012"
Ficus,burkei,Ficus burkei,NA,NA,-1.12,NA,NA,NA,NA,NA,NA,NA,34.1333333333333,-117.833333333333,NA,NA,NA,"Litvak et al., 2012"
Liquidambar,styraciflua,Liquidambar styraciflua,NA,NA,-2.8,NA,NA,NA,NA,NA,NA,NA,34.1333333333333,-117.833333333333,NA,NA,NA,"Litvak et al., 2012"
Magnolia,grandiflora,Magnolia grandiflora,NA,NA,-2.02,NA,NA,NA,NA,NA,NA,NA,34.1333333333333,-117.833333333333,NA,NA,NA,"Litvak et al., 2012"
Pittosporum,undulatum,Pittosporum undulatum,NA,NA,-1.19,NA,NA,NA,NA,NA,NA,NA,34.1333333333333,-117.833333333333,NA,NA,NA,"Litvak et al., 2012"
Platanus,racemosa,Platanus racemosa,NA,NA,-1.56,NA,NA,NA,NA,NA,NA,NA,34.1333333333333,-117.833333333333,NA,NA,NA,"Litvak et al., 2012"
Tabebuia,Chrysotricha,Tabebuia Chrysotricha,NA,NA,-0.19,NA,NA,NA,NA,NA,NA,NA,34.1333333333333,-117.833333333333,NA,NA,NA,"Litvak et al., 2012"
Thevetia,peruviana,Thevetia peruviana,NA,NA,-0.71,NA,NA,NA,NA,NA,NA,NA,34.1333333333333,-117.833333333333,NA,NA,NA,"Litvak et al., 2012"
Astronium,urundeuva,Astronium urundeuva,NA,NA,-1.8,NA,-5.24,11.04651163,NA,NA,NA,NA,-16.1166666666667,-61.7166666666667,458,NA,NA,"Markesteijn et al., 2010"
Bougainvillea,modesta,Bougainvillea modesta,NA,NA,-3.7,-2.14,-5.84,17.75700935,NA,NA,NA,NA,-16.1166666666667,-61.7166666666667,458,NA,NA,"Markesteijn et al., 2010"
Cecropia,concolor,Cecropia concolor,NA,NA,-0.8,-0.37,-1.43,60.31746032,NA,NA,NA,NA,-16.1166666666667,-61.7166666666667,458,NA,NA,"Markesteijn et al., 2010"
Ceiba,speciosa,Ceiba speciosa,NA,NA,-1.4,-0.68,-2.6,31.66666667,NA,NA,NA,NA,-16.1166666666667,-61.7166666666667,458,NA,NA,"Markesteijn et al., 2010"
Centrolobium,microchaete,Centrolobium microchaete,NA,NA,-1.2,-0.23,-3.17,19.2893401,NA,NA,NA,NA,-26.1166666666667,-61.7166666666667,458,NA,NA,"Markesteijn et al., 2010"
Solanum,riparium,Solanum riparium,NA,NA,-2.1,-0.95,-3.63,24.83660131,NA,NA,NA,NA,-16.1166666666667,-61.7166666666667,458,NA,NA,"Markesteijn et al., 2010"
Acosmium,cardenasii,Acosmium cardenasii,NA,NA,-6.2,-2.47,-9.06,13.28671329,NA,NA,NA,NA,-16.1166666666667,-61.7166666666667,458,NA,NA,"Markesteijn et al., 2010"
Anadenanthera,colubrina,Anadenanthera colubrina,NA,NA,-5.7,-3.84,-7.48,21.34831461,NA,NA,NA,NA,-16.1166666666667,-61.7166666666667,458,NA,NA,"Markesteijn et al., 2010"
Aspidosperma,cylindrocarpon,Aspidosperma cylindrocarpon,NA,NA,-2.9,-1.18,-4.37,25.85034014,NA,NA,NA,NA,-16.1166666666667,-61.7166666666667,458,NA,NA,"Markesteijn et al., 2010"
Aspidosperma,tomentosum,Aspidosperma tomentosum,NA,NA,-4.7,-1.91,-6.77,18.35748792,NA,NA,NA,NA,-16.1166666666667,-61.7166666666667,458,NA,NA,"Markesteijn et al., 2010"
Casearia,gossypiosperma,Casearia gossypiosperma,NA,NA,-4.6,-2.37,-6.93,16.30901288,NA,NA,NA,NA,-16.1166666666667,-61.7166666666667,458,NA,NA,"Markesteijn et al., 2010"
Copaifera,chodatiana,Copaifera chodatiana,NA,NA,-5.7,-2.4,-8.63,12.96928328,NA,NA,NA,NA,-16.1166666666667,-61.7166666666667,458,NA,NA,"Markesteijn et al., 2010"
Trichilia,elegans,Trichilia elegans,NA,NA,-3.5,-2.15,-5.05,24.51612903,0.694,0.000198,NA,NA,-16.1166666666667,-61.7166666666667,458,NA,NA,"Markesteijn et al., 2010"
Acosmium,cardenasii,Acosmium cardenasii,NA,NA,NA,NA,NA,NA,1.1754,0.000216,0.0000187,172,-16.1166666666667,-61.7166666666667,485,NA,NA,"Markesteijn et al., 2011"
Actinostemon,concepcionis,Actinostemon concepcionis,NA,NA,NA,NA,NA,NA,0.5526,0.000126,0.0000221,262,-16.1166666666667,-61.7166666666667,485,NA,NA,"Markesteijn et al., 2011"
Ampelocera,ruizii,Ampelocera ruizii,NA,NA,NA,NA,NA,NA,3.6,0.000342,0.00000993,161,-16.1166666666667,-61.7166666666667,485,NA,NA,"Markesteijn et al., 2011"
Anadenanthera,colubrina,Anadenanthera colubrina,NA,NA,NA,NA,NA,NA,2.628,0.000414,0.000016,157,-16.1166666666667,-61.7166666666667,485,NA,NA,"Markesteijn et al., 2011"
Aspidosperma,cylindrocarpum,Aspidosperma cylindrocarpum,NA,NA,NA,NA,NA,NA,2.484,0.000306,0.0000129,115,-16.1166666666667,-61.7166666666667,485,NA,NA,"Markesteijn et al., 2011"
Aspidosperma,tomentosum,Aspidosperma tomentosum,NA,NA,NA,NA,NA,NA,2.196,0.000486,0.0000224,174,-16.1166666666667,-61.7166666666667,485,NA,NA,"Markesteijn et al., 2011"
Astronium,urundeuva,Astronium urundeuva,NA,NA,NA,NA,NA,NA,16.038,0.001458,0.00000924,180,-16.1166666666667,-61.7166666666667,485,NA,NA,"Markesteijn et al., 2011"
Bougainvillea,modesta,Bougainvillea modesta,NA,NA,NA,NA,NA,NA,0.6534,0.000144,0.0000231,151,-16.1166666666667,-61.7166666666667,485,NA,NA,"Markesteijn et al., 2011"
Caesalpinia,pluviosa,Caesalpinia pluviosa,NA,NA,NA,NA,NA,NA,7.578,0.00135,0.0000179,174,-16.1166666666667,-61.7166666666667,485,NA,NA,"Markesteijn et al., 2011"
