Genus,Species,Binomial,Height.max..m.,Height.actual..m.,P50..MPa.,P12..MPa.,P88..MPa.,Slope,Ks..kg.m.1.MPa.1.s.1.,KL..kg.m.1.MPa.1.s.1.,Huber.value,SLA..cm2.g.1.,Latitude,Longitude,Altitude..m.,MATbest,PPTbest,References
Populus,tremuloides,Populus tremuloides,NA,NA,-2.25021070422326,NA,-2.96747192387793,NA,NA,NA,NA,NA,,,NA,NA,NA,"Schreiber, 2011, New Phytologist 190:150-160."
Helianthus,anomalus,Helianthus anomalus,NA,NA,-1.47853321616063,NA,-4.21676007541082,NA,NA,NA,NA,NA,,,NA,NA,NA,"Rosenthal, 2010, Journal of Experimental Botany 61:2769-2778."
Helianthus,deserticola,Helianthus deserticola,NA,NA,-2.62124306846929,NA,-4.07377120359156,NA,NA,NA,NA,NA,,,NA,NA,NA,"Rosenthal, 2010, Journal of Experimental Botany 61:2769-2778."
Saccharum,NA,Saccharum NA,NA,NA,-1.36,NA,NA,NA,NA,NA,NA,NA,,,100,NA,NA,"Neufeld, 1992, Plant Physiology 100:1020-1028."
Saccharum,officinarum,Saccharum officinarum,NA,NA,-1.18,NA,NA,NA,NA,NA,NA,NA,,,100,NA,NA,"Neufeld, 1992, Plant Physiology 100:1020-1028."
Saccharum,spontaneum,Saccharum spontaneum,NA,NA,-1.3,NA,NA,NA,NA,NA,NA,NA,,,100,NA,NA,"Neufeld, 1992, Plant Physiology 100:1020-1028."
Saccharum,NA,Saccharum NA,NA,NA,-0.83,NA,NA,NA,NA,NA,NA,NA,,,100,NA,NA,"Neufeld, 1992, Plant Physiology 100:1020-1028."
Hybanthus,prunifolius,Hybanthus prunifolius,NA,NA,-2.47596728561671,NA,-18.4685090194266,NA,NA,NA,NA,NA,,,NA,NA,NA,"Lopez, 2005, Tree Physiology 25:1553-1562."
Swartzia,simplex,Swartzia simplex,NA,NA,-2.77669551676424,NA,-5.59494197029889,NA,NA,NA,NA,NA,,,NA,NA,NA,"Lopez, 2005, Tree Physiology 25:1553-1562."
Psychotria,horizontalis,Psychotria horizontalis,NA,NA,-4.45302684292316,NA,-8.38372333749133,NA,NA,NA,NA,NA,,,NA,NA,NA,"Lopez, 2005, Tree Physiology 25:1553-1562."
Ouratea,lucens,Ouratea lucens,NA,NA,-1.88176653651265,NA,-4.94230303729888,NA,NA,NA,NA,NA,,,NA,NA,NA,"Lopez, 2005, Tree Physiology 25:1553-1562."
Bursera,simaruba,Bursera simaruba,NA,NA,-0.793492607412069,NA,-2.28229849888072,NA,NA,NA,NA,NA,,,NA,NA,NA,"Lopez, 2005, Tree Physiology 25:1553-1562."
Cordia,alliodora,Cordia alliodora,NA,NA,-3.2173892437852,NA,-4.3218638783058,NA,NA,NA,NA,NA,,,NA,NA,NA,"Lopez, 2005, Tree Physiology 25:1553-1562."
Prioria,copaifera,Prioria copaifera,NA,NA,-1.54309781949961,NA,-2.95428778733478,NA,NA,NA,NA,NA,,,NA,NA,NA,"Lopez, 2005, Tree Physiology 25:1553-1562."
Carapa,guianensis,Carapa guianensis,NA,NA,-0.653523470482932,NA,-2.77419114005533,NA,NA,NA,NA,NA,,,NA,NA,NA,"Lopez, 2005, Tree Physiology 25:1553-1562."
Ficus,citrifolia,Ficus citrifolia,NA,NA,-1.53912477448878,NA,-2.2627938236588,NA,NA,NA,NA,NA,,,NA,NA,NA,"Lopez, 2005, Tree Physiology 25:1553-1562."
Morus,alba,Morus alba,NA,NA,-0.691162481636156,NA,-3.15175479297293,NA,NA,NA,NA,NA,,,NA,NA,NA,"Hacke, 2006, Tree Physiology 26:689-701."
Quercus,michauxii,Quercus michauxii,NA,NA,-0.95965077987871,NA,-3.26423804510079,NA,NA,NA,NA,NA,,,NA,NA,NA,"Hacke, 2006, Tree Physiology 26:689-701."
Acer,negundo,Acer negundo,NA,NA,-2.36402219617535,NA,-3.71053562279655,NA,NA,NA,NA,NA,,,NA,NA,NA,"Hacke, 2006, Tree Physiology 26:689-701."
Acer,saccharum subsp. grandidentatum,Acer saccharum subsp. grandidentatum,NA,NA,-3.91415136437446,NA,-6.60423696427821,NA,NA,NA,NA,NA,,,NA,NA,NA,"Hacke, 2006, Tree Physiology 26:689-701."
Ceanothus,crassifolius,Ceanothus crassifolius,NA,NA,-6.3824246529716,NA,-13.6826890784059,NA,NA,NA,NA,NA,,,NA,NA,NA,"Hacke, 2006, Tree Physiology 26:689-701."
Quercus,gambelii,Quercus gambelii,NA,NA,-0.354944578181456,NA,-0.717089734509151,NA,NA,NA,NA,NA,,,NA,NA,NA,"Hacke, 2006, Tree Physiology 26:689-701."
Quercus,turbinella,Quercus turbinella,NA,NA,-0.412986277674904,NA,-1.2630624881034,NA,NA,NA,NA,NA,,,NA,NA,NA,"Hacke, 2006, Tree Physiology 26:689-701."
Rhus,trilobata,Rhus trilobata,NA,NA,-0.317619814287375,NA,-0.72424338389119,NA,NA,NA,NA,NA,,,NA,NA,NA,"Hacke, 2006, Tree Physiology 26:689-701."
Bursera,simaruba,Bursera simaruba,NA,NA,-0.898505460441523,NA,-1.98248680963096,NA,NA,NA,NA,NA,,,285,NA,NA,"Brodribb, 2003, Plant Cell and Environment 26:443-450."
Calycophyllum,candidissimum,Calycophyllum candidissimum,NA,NA,-2.88333890203542,NA,-7.46749144591938,NA,NA,NA,NA,NA,,,285,NA,NA,"Brodribb, 2003, Plant Cell and Environment 26:443-450."
Enterolobium,cyclocarpum,Enterolobium cyclocarpum,NA,NA,-2.73977574142137,NA,-3.40626446900494,NA,NA,NA,NA,NA,,,285,NA,NA,"Brodribb, 2003, Plant Cell and Environment 26:443-450."
Rehdera,trinervis,Rehdera trinervis,NA,NA,-2.38177556386496,NA,-7.38604003648307,NA,NA,NA,NA,NA,,,285,NA,NA,"Brodribb, 2003, Plant Cell and Environment 26:443-450."
Hymenaea,courbaril,Hymenaea courbaril,NA,NA,-3.05971546838695,NA,-4.87314473219662,NA,NA,NA,NA,NA,,,285,NA,NA,"Brodribb, 2003, Plant Cell and Environment 26:443-450."
Simaruba,glauca,Simaruba glauca,NA,NA,-2.03114576724133,NA,-2.49664547619189,NA,NA,NA,NA,NA,,,285,NA,NA,"Brodribb, 2003, Plant Cell and Environment 26:443-450."
Swietenia,macrophylla,Swietenia macrophylla,NA,NA,-2.36852301155499,NA,-3.19745650745029,NA,NA,NA,NA,NA,,,285,NA,NA,"Brodribb, 2003, Plant Cell and Environment 26:443-450."
Quercus,oleoides,Quercus oleoides,NA,NA,-3.25339318077954,NA,-4.05874516543778,NA,NA,NA,NA,NA,,,285,NA,NA,"Brodribb, 2003, Plant Cell and Environment 26:443-450."
Phlomis,fruticosa,Phlomis fruticosa,NA,NA,-2.36073291521447,NA,-6.35968873736959,NA,NA,NA,NA,NA,,,69,NA,NA,"Iovi, 2009, Tree Physiology 29:889-900."
Cistus,creticus,Cistus creticus,NA,NA,-4.98324238723221,NA,-6.22956101906139,NA,NA,NA,NA,NA,,,64,NA,NA,"Iovi, 2009, Tree Physiology 29:889-900."
Arbutus,unedo,Arbutus unedo,NA,NA,-0.336814458265377,NA,-6.13921077730427,NA,NA,NA,NA,NA,,,64,NA,NA,"Iovi, 2009, Tree Physiology 29:889-900."
Carpinus,orientalis,Carpinus orientalis,NA,NA,-3.67086891728043,NA,-9.22354551319342,NA,NA,NA,NA,NA,,,84,NA,NA,"Iovi, 2009, Tree Physiology 29:889-900."
Pyrus,amygdaliformis,Pyrus amygdaliformis,NA,NA,-3.29002152594722,NA,-4.94491417466249,NA,NA,NA,NA,NA,,,69,NA,NA,"Iovi, 2009, Tree Physiology 29:889-900."
Quercus,frainetto,Quercus frainetto,NA,NA,-4.60228395699534,NA,-15.484744795739,NA,NA,NA,NA,NA,,,84,NA,NA,"Iovi, 2009, Tree Physiology 29:889-900."
Actinostrobus,arenarius,Actinostrobus arenarius,NA,NA,-10.7416190110538,NA,-13.6726804266979,NA,NA,NA,NA,NA,,,NA,NA,NA,"Brodribb, 2009, Plant Physiology 149:575-584."
Callitris,rhomboidea,Callitris rhomboidea,NA,NA,-10.9477301118506,NA,-13.2941953650354,NA,NA,NA,NA,NA,,,NA,NA,NA,"Brodribb, 2009, Plant Physiology 149:575-584."
Dacrycarpus,dacrydioides,Dacrycarpus dacrydioides,NA,NA,-2.77683469835618,NA,-3.59596534983467,NA,NA,NA,NA,NA,,,NA,NA,NA,"Brodribb, 2009, Plant Physiology 149:575-584."
Lagarostrobos,franklinii,Lagarostrobos franklinii,NA,NA,-3.57277268496826,NA,-5.49743550873301,NA,NA,NA,NA,NA,,,NA,NA,NA,"Brodribb, 2009, Plant Physiology 149:575-584."
Cedrus,atlantica,Cedrus atlantica,NA,NA,-4.90452043319451,NA,-5.70295624533782,NA,NA,NA,NA,NA,,,250,NA,NA,"Cochard, 1992, Tree Physiology 11:73-83."
Cedrus,deodara,Cedrus deodara,NA,NA,-5.08929057588249,NA,-6.14922415688915,NA,NA,NA,NA,NA,,,250,NA,NA,"Cochard, 1992, Tree Physiology 11:73-83."
Pinus,sylvestris,Pinus sylvestris,NA,NA,-3.02399277865014,NA,-3.62629115699298,NA,NA,NA,NA,NA,,,250,NA,NA,"Cochard, 1992, Tree Physiology 11:73-83."
Picea,abies,Picea abies,NA,NA,-3.68730757718691,NA,-4.601570740054,NA,NA,NA,NA,NA,,,250,NA,NA,"Cochard, 1992, Tree Physiology 11:73-83."
Pseudotsuga,menziesii,Pseudotsuga menziesii,NA,NA,-3.69124981985162,NA,-4.2878025342816,NA,NA,NA,NA,NA,,,250,NA,NA,"Cochard, 1992, Tree Physiology 11:73-83."
Abies,nordmanniana subsp. equi-trojani,Abies nordmanniana subsp. equi-trojani,NA,NA,-4.01231147458103,NA,-5.1402764994589,NA,NA,NA,NA,NA,,,250,NA,NA,"Cochard, 1992, Tree Physiology 11:73-83."
Abies,alba,Abies alba,NA,NA,-3.67496038226424,NA,-4.54759816922166,NA,NA,NA,NA,NA,,,250,NA,NA,"Cochard, 1992, Tree Physiology 11:73-83."
Quercus,petraea,Quercus petraea,NA,NA,-3.4015020253637,NA,-4.80505534110505,NA,NA,NA,NA,NA,,,NA,NA,NA,NA
Quercus,pubescens,Quercus pubescens,NA,NA,-3.44115470392188,NA,-5.30705839502799,NA,NA,NA,NA,NA,,,NA,NA,NA,NA
Quercus,robur,Quercus robur,NA,NA,-2.80554497103406,NA,-3.44691884430483,NA,NA,NA,NA,NA,,,NA,NA,NA,NA
Quercus,rubra,Quercus rubra,NA,NA,-2.27743378680394,NA,-3.91497577924065,NA,NA,NA,NA,NA,,,NA,NA,NA,NA
Ericameria,nauseosa var. nauseosa,Ericameria nauseosa var. nauseosa,NA,NA,-1.01794479880864,NA,-2.06647099431552,NA,NA,NA,NA,NA,,,1463,NA,NA,"Sperry, 2002, Functional Ecology 16:367-378."
Atriplex,canescens,Atriplex canescens,NA,NA,-1.31836847627545,NA,-2.75399502648526,NA,NA,NA,NA,NA,,,1463,NA,NA,"Sperry, 2002, Functional Ecology 16:367-378."
Sarcobatus,vermiculatus,Sarcobatus vermiculatus,NA,NA,-1.9483386728536,NA,-4.57029472883777,NA,NA,NA,NA,NA,,,1463,NA,NA,"Sperry, 2002, Functional Ecology 16:367-378."
Atriplex,confertifolia,Atriplex confertifolia,NA,NA,-1.60708678438312,NA,-3.62786918985428,NA,NA,NA,NA,NA,,,1463,NA,NA,"Sperry, 2002, Functional Ecology 16:367-378."
Chrysothamnus,viscidiflorus,Chrysothamnus viscidiflorus,NA,NA,-1.29083246338319,NA,-3.04327010129066,NA,NA,NA,NA,NA,,,1463,NA,NA,"Sperry, 2002, Functional Ecology 16:367-378."
Tetradymia,glabrata,Tetradymia glabrata,NA,NA,-2.3685991146222,NA,-6.02315015381197,NA,NA,NA,NA,NA,,,1463,NA,NA,"Sperry, 2002, Functional Ecology 16:367-378."
Grayia,spinosa,Grayia spinosa,NA,NA,-2.10460608069553,NA,-5.47279417045677,NA,NA,NA,NA,NA,,,1463,NA,NA,"Sperry, 2002, Functional Ecology 16:367-378."
Ericameria,nauseosa var. nauseosa,Ericameria nauseosa var. nauseosa,NA,NA,-1.78736904686865,NA,-4.14618326289629,NA,NA,NA,NA,NA,,,1547,NA,NA,"Sperry, 2002, Functional Ecology 16:367-378."
Atriplex,canescens,Atriplex canescens,NA,NA,-1.8454956700742,NA,-4.61895682052894,NA,NA,NA,NA,NA,,,1547,NA,NA,"Sperry, 2002, Functional Ecology 16:367-378."
Sarcobatus,vermiculatus,Sarcobatus vermiculatus,NA,NA,-2.47477550389996,NA,-9.527207176918,NA,NA,NA,NA,NA,,,1547,NA,NA,"Sperry, 2002, Functional Ecology 16:367-378."
Atriplex,confertifolia,Atriplex confertifolia,NA,NA,-1.59199361678256,NA,-4.17220913280563,NA,NA,NA,NA,NA,,,1547,NA,NA,"Sperry, 2002, Functional Ecology 16:367-378."
Chrysothamnus,viscidiflorus,Chrysothamnus viscidiflorus,NA,NA,-1.66155900006338,NA,-3.2570644239416,NA,NA,NA,NA,NA,,,1547,NA,NA,"Sperry, 2002, Functional Ecology 16:367-378."
Tetradymia,glabrata,Tetradymia glabrata,NA,NA,-3.12500369356787,NA,-8.85708330360857,NA,NA,NA,NA,NA,,,1547,NA,NA,"Sperry, 2002, Functional Ecology 16:367-378."
Chrysothamnus,parryi,Chrysothamnus parryi,NA,NA,-2.62270061527185,NA,-5.10317091681876,NA,NA,NA,NA,NA,,,1547,NA,NA,"Sperry, 2002, Functional Ecology 16:367-378."
Abies,balsamea,Abies balsamea,NA,NA,-2.60236158045944,NA,-2.9225348953242,NA,NA,NA,NA,NA,,,NA,NA,NA,"Sperry, 1990,"
Picea,rubens,Picea rubens,NA,NA,-3.39982033803056,NA,-4.03827991678031,NA,NA,NA,NA,NA,,,NA,NA,NA,"Sperry, 1990,"
Juniperus,virginiana,Juniperus virginiana,NA,NA,-6.24277456290024,NA,-9.13285880508676,NA,NA,NA,NA,NA,,,NA,NA,NA,"Sperry, 1990,"
Curatella,americana,Curatella americana,NA,NA,-1.22260545777561,NA,-2.36182284543429,NA,NA,NA,NA,NA,,,400,NA,NA,"Sobrado, 1996, Biologia Plantarum 38:297-301."
Eucalyptus,camaldulensis,Eucalyptus camaldulensis,NA,NA,-3.77046183686447,NA,-4.15078528313009,NA,NA,NA,NA,NA,,,NA,NA,NA,"Franks, 1995, Australian Journal of Plant Physiology 22:15-21."
Coffea,arabica,Coffea arabica,NA,NA,-1.78382479921841,NA,-8.64482254322789,NA,NA,NA,NA,NA,,,90,NA,NA,"Tausend, 2000, Tree Physiology 20:159-168."
Coffea,arabica,Coffea arabica,NA,NA,-1.81561441048513,NA,-15.5951815327117,NA,NA,NA,NA,NA,,,90,NA,NA,"Tausend, 2000, Tree Physiology 20:159-168."
Quercus,pubescens,Quercus pubescens,NA,NA,-1.38033914641865,NA,-5.78000192948389,NA,NA,NA,NA,NA,,,350,NA,NA,"Tognetti, 1999, Tree Physiology 19:271-277."
Quercus,ilex,Quercus ilex,NA,NA,-3.07443271501466,NA,-5.94134983702009,NA,NA,NA,NA,NA,,,350,NA,NA,"Tognetti, 1999, Tree Physiology 19:271-277."
Fraxinus,ornus,Fraxinus ornus,NA,NA,-2.00532657772272,NA,-5.5658421385293,NA,NA,NA,NA,NA,,,350,NA,NA,"Tognetti, 1999, Tree Physiology 19:271-277."
Populus,tremula,Populus tremula,NA,NA,-1.26777424796534,NA,-2.01487806980509,NA,NA,NA,NA,NA,,,350,NA,NA,"Tognetti, 1999, Tree Physiology 19:271-277."
Arbutus,unedo,Arbutus unedo,NA,NA,-1.95233315660893,NA,-13.124989461527,NA,NA,NA,NA,NA,,,350,NA,NA,"Tognetti, 1999, Tree Physiology 19:271-277."
Agathis,borneensis,Agathis borneensis,NA,NA,-1.82167734210705,NA,-3.31844414263735,NA,NA,NA,NA,NA,,,13,NA,NA,"Tyree, 1998, Tree Physiology 18:583-588."
Xerospermum,laevigatum,Xerospermum laevigatum,NA,NA,-0.168285291559729,NA,-0.328011014376261,NA,NA,NA,NA,NA,,,13,NA,NA,"Tyree, 1998, Tree Physiology 18:583-588."
Dryobalanops,sumatrensis,Dryobalanops sumatrensis,NA,NA,-0.26,NA,NA,NA,NA,NA,NA,NA,,,48,NA,NA,"Tyree, 1998, Tree Physiology 18:583-588."
Shorea,mecistopteryx,Shorea mecistopteryx,NA,NA,-0.63,NA,NA,NA,NA,NA,NA,NA,,,48,NA,NA,"Tyree, 1998, Tree Physiology 18:583-588."
Shorea,faguetiana,Shorea faguetiana,NA,NA,-0.37,NA,NA,NA,NA,NA,NA,NA,,,48,NA,NA,"Tyree, 1998, Tree Physiology 18:583-588."
Dipterocarpus,globosus,Dipterocarpus globosus,NA,NA,-0.18,NA,NA,NA,NA,NA,NA,NA,,,48,NA,NA,"Tyree, 1998, Tree Physiology 18:583-588."
Pentace,adenophora,Pentace adenophora,NA,NA,-0.19,NA,NA,NA,NA,NA,NA,NA,,,48,NA,NA,"Tyree, 1998, Tree Physiology 18:583-588."
Amyxa,pluricornis,Amyxa pluricornis,NA,NA,-0.63,NA,NA,NA,NA,NA,NA,NA,,,48,NA,NA,"Tyree, 1998, Tree Physiology 18:583-588."
Shorea,ovalis,Shorea ovalis,NA,NA,-0.39,NA,NA,NA,NA,NA,NA,NA,,,48,NA,NA,"Tyree, 1998, Tree Physiology 18:583-588."
Santiria,mollis,Santiria mollis,NA,NA,-0.2,NA,NA,NA,NA,NA,NA,NA,,,48,NA,NA,"Tyree, 1998, Tree Physiology 18:583-588."
Lophopetalum,subobovatum,Lophopetalum subobovatum,NA,NA,-0.59,NA,NA,NA,NA,NA,NA,NA,,,48,NA,NA,"Tyree, 1998, Tree Physiology 18:583-588."
Payena,endertii,Payena endertii,NA,NA,-0.63,NA,NA,NA,NA,NA,NA,NA,,,48,NA,NA,"Tyree, 1998, Tree Physiology 18:583-588."
Diospyros,dictyoneura,Diospyros dictyoneura,NA,NA,-0.42,NA,NA,NA,NA,NA,NA,NA,,,48,NA,NA,"Tyree, 1998, Tree Physiology 18:583-588."
Heritiera,sumatrana,Heritiera sumatrana,NA,NA,-1.69,NA,NA,NA,NA,NA,NA,NA,,,48,NA,NA,"Tyree, 1998, Tree Physiology 18:583-588."
Mallotus,wrayi,Mallotus wrayi,NA,NA,-0.53,NA,NA,NA,NA,NA,NA,NA,,,48,NA,NA,"Tyree, 1998, Tree Physiology 18:583-588."
Diospyros,mindanaensis,Diospyros mindanaensis,NA,NA,-0.79,NA,NA,NA,NA,NA,NA,NA,,,48,NA,NA,"Tyree, 1998, Tree Physiology 18:583-588."
Cotylelobium,burckii,Cotylelobium burckii,NA,NA,-0.45,NA,NA,NA,NA,NA,NA,NA,,,13,NA,NA,"Tyree, 1998, Tree Physiology 18:583-588."
Syzygium,bankense,Syzygium bankense,NA,NA,-1.26,NA,NA,NA,NA,NA,NA,NA,,,13,NA,NA,"Tyree, 1998, Tree Physiology 18:583-588."
Nephelium,lappaceum,Nephelium lappaceum,NA,NA,-0.76,NA,NA,NA,NA,NA,NA,NA,,,13,NA,NA,"Tyree, 1998, Tree Physiology 18:583-588."
Syzygium,muelleri,Syzygium muelleri,NA,NA,-0.54,NA,NA,NA,NA,NA,NA,NA,,,13,NA,NA,"Tyree, 1998, Tree Physiology 18:583-588."
Aglaia,glabrata,Aglaia glabrata,NA,NA,-0.71,NA,NA,NA,NA,NA,NA,NA,,,13,NA,NA,"Tyree, 1998, Tree Physiology 18:583-588."
Canarium,caudatum,Canarium caudatum,NA,NA,-1.47,NA,NA,NA,NA,NA,NA,NA,,,13,NA,NA,"Tyree, 1998, Tree Physiology 18:583-588."
Isonandra,lanceolata,Isonandra lanceolata,NA,NA,-0.48,NA,NA,NA,NA,NA,NA,NA,,,13,NA,NA,"Tyree, 1998, Tree Physiology 18:583-588."
Stemonurus,umbellatus,Stemonurus umbellatus,NA,NA,-0.18,NA,NA,NA,NA,NA,NA,NA,,,13,NA,NA,"Tyree, 1998, Tree Physiology 18:583-588."
Syzygium,ampullarium,Syzygium ampullarium,NA,NA,-0.6,NA,NA,NA,NA,NA,NA,NA,,,13,NA,NA,"Tyree, 1998, Tree Physiology 18:583-588."
Homalium,moultonii,Homalium moultonii,NA,NA,-6.3,NA,NA,NA,NA,NA,NA,NA,,,13,NA,NA,"Tyree, 1998, Tree Physiology 18:583-588."
Diospyros,venosa,Diospyros venosa,NA,NA,-0.6,NA,NA,NA,NA,NA,NA,NA,,,13,NA,NA,"Tyree, 1998, Tree Physiology 18:583-588."
Sindora,leiocarpa,Sindora leiocarpa,NA,NA,-0.86,NA,NA,NA,NA,NA,NA,NA,,,13,NA,NA,"Tyree, 1998, Tree Physiology 18:583-588."
Clusia,uvitana,Clusia uvitana,NA,NA,-1.2935838488268,NA,-2.90859638710303,NA,NA,NA,NA,NA,,,NA,NA,NA,"Zotz, 1994, New Phytologist 127:287-295."
Pinus,edulis,Pinus edulis,NA,NA,-4.79882341722594,NA,-6.1415766519491,NA,NA,NA,NA,NA,,,1675,NA,NA,"Linton, 1998, Functional Ecology 12:906-911."
Juniperus,osteosperma,Juniperus osteosperma,NA,NA,-6.79489659213756,NA,-9.18681469421636,NA,NA,NA,NA,NA,,,1675,NA,NA,"Linton, 1998, Functional Ecology 12:906-911."
Populus,fremontii,Populus fremontii,NA,NA,-1.27401100818317,NA,-1.89591702542317,NA,NA,NA,NA,NA,,,1036,NA,NA,"Pockman, 2000, American Journal of Botany 87:1287-1299."
Salix,gooddingii,Salix gooddingii,NA,NA,-1.25412112371051,NA,-1.86343629784539,NA,NA,NA,NA,NA,,,1036,NA,NA,"Pockman, 2000, American Journal of Botany 87:1287-1299."
Fraxinus,velutina,Fraxinus velutina,NA,NA,-0.863904187093743,NA,-2.00964893067152,NA,NA,NA,NA,NA,,,1036,NA,NA,"Pockman, 2000, American Journal of Botany 87:1287-1299."
Tamarix,ramosissima,Tamarix ramosissima,NA,NA,-1.47273659511425,NA,-4.41836416214109,NA,NA,NA,NA,NA,,,1036,NA,NA,"Pockman, 2000, American Journal of Botany 87:1287-1299."
Baccharis,salicifolia,Baccharis salicifolia,NA,NA,-2.50287321195604,NA,-4.17409266573298,NA,NA,NA,NA,NA,,,1036,NA,NA,"Pockman, 2000, American Journal of Botany 87:1287-1299."
Baccharis,sarothroides,Baccharis sarothroides,NA,NA,-3.23562970821814,NA,-6.56203642809854,NA,NA,NA,NA,NA,,,1036,NA,NA,"Pockman, 2000, American Journal of Botany 87:1287-1299."
Baccharis,sarothroides,Baccharis sarothroides,NA,NA,-4.10394377524283,NA,-7.2680698764337,NA,NA,NA,NA,NA,,,1036,NA,NA,"Pockman, 2000, American Journal of Botany 87:1287-1299."
Acacia,constricta,Acacia constricta,NA,NA,-0.704203211063246,NA,-3.64569429190391,NA,NA,NA,NA,NA,,,1036,NA,NA,"Pockman, 2000, American Journal of Botany 87:1287-1299."
Senegalia,greggii,Senegalia greggii,NA,NA,-0.843055369427235,NA,-3.15217246627741,NA,NA,NA,NA,NA,,,1036,NA,NA,"Pockman, 2000, American Journal of Botany 87:1287-1299."
Prosopis,velutina,Prosopis velutina,NA,NA,-1.25350111953789,NA,-3.73472928670838,NA,NA,NA,NA,NA,,,1036,NA,NA,"Pockman, 2000, American Journal of Botany 87:1287-1299."
Prosopis,velutina,Prosopis velutina,NA,NA,-0.640760722606814,NA,-2.14834847295444,NA,NA,NA,NA,NA,,,1036,NA,NA,"Pockman, 2000, American Journal of Botany 87:1287-1299."
Cercidium,microphyllum,Cercidium microphyllum,NA,NA,-1.03441939373519,NA,-3.65737616258355,NA,NA,NA,NA,NA,,,1036,NA,NA,"Pockman, 2000, American Journal of Botany 87:1287-1299."
Fouquieria,splendens,Fouquieria splendens,NA,NA,-1.24639270078819,NA,-3.78700048566124,NA,NA,NA,NA,NA,,,1036,NA,NA,"Pockman, 2000, American Journal of Botany 87:1287-1299."
Encelia,farinosa,Encelia farinosa,NA,NA,-5.72866401210912,NA,-13.2455129822777,NA,NA,NA,NA,NA,,,1036,NA,NA,"Pockman, 2000, American Journal of Botany 87:1287-1299."
Juniperus,monosperma,Juniperus monosperma,NA,NA,-11.8156549605122,NA,-12.7875204318746,NA,NA,NA,NA,NA,,,1036,NA,NA,"Pockman, 2000, American Journal of Botany 87:1287-1299."
Larrea,tridentata,Larrea tridentata,NA,NA,-1.7730494211603,NA,-6.51235575395633,NA,NA,NA,NA,NA,,,1036,NA,NA,"Pockman, 2000, American Journal of Botany 87:1287-1299."
Ceanothus,spinosus,Ceanothus spinosus,NA,NA,-6.5088659011175,NA,-9.19922769755466,NA,NA,NA,NA,NA,,,280,NA,NA,"Davis, 1999, Ecoscience 6:180-186."
Ceanothus,megacarpus,Ceanothus megacarpus,NA,NA,-10.2586742570817,NA,-13.920094651641,NA,NA,NA,NA,NA,,,280,NA,NA,"Davis, 1999, Ecoscience 6:180-186."
Ceanothus,oliganthus,Ceanothus oliganthus,NA,NA,-5.86207848897188,NA,-8.03254506039798,NA,NA,NA,NA,NA,,,630,NA,NA,"Davis, 1999, Ecoscience 6:180-186."
Ceanothus,cuneatus,Ceanothus cuneatus,NA,NA,-8.94973270385013,NA,-16.526737074512,NA,NA,NA,NA,NA,,,630,NA,NA,"Davis, 1999, Ecoscience 6:180-186."
Ceanothus,leucodermis,Ceanothus leucodermis,NA,NA,-4.02361126933558,NA,-14.020706625074,NA,NA,NA,NA,NA,,,1100,NA,NA,"Davis, 1999, Ecoscience 6:180-186."
Beureria,cumanensis,Beureria cumanensis,NA,NA,-3.56770657218557,NA,-13.0176081592203,NA,NA,NA,NA,NA,,,400,NA,NA,"Sobrado, 1997,  Acta Oecologica-International Journal of Ecology 18:383-391."
Capparis,aristiguetae,Capparis aristiguetae,NA,NA,-2.0117111430239,NA,-6.57984954953018,NA,NA,NA,NA,NA,,,400,NA,NA,"Sobrado, 1997,  Acta Oecologica-International Journal of Ecology 18:383-391."
Morisonia,americana,Morisonia americana,NA,NA,-2.21422784185302,NA,-5.67880258151776,NA,NA,NA,NA,NA,,,400,NA,NA,"Sobrado, 1997,  Acta Oecologica-International Journal of Ecology 18:383-391."
Coursetia,ferruginea,Coursetia ferruginea,NA,NA,-2.17952337345274,NA,-8.95641784473274,NA,NA,NA,NA,NA,,,400,NA,NA,"Sobrado, 1997,  Acta Oecologica-International Journal of Ecology 18:383-391."
Lonchocarpus,dipteroneurus,Lonchocarpus dipteroneurus,NA,NA,-1.56660701010447,NA,-5.12059338299856,NA,NA,NA,NA,NA,,,400,NA,NA,"Sobrado, 1997,  Acta Oecologica-International Journal of Ecology 18:383-391."
Pithecellobium,dulce,Pithecellobium dulce,NA,NA,-1.57841312513209,NA,-6.62498352950114,NA,NA,NA,NA,NA,,,400,NA,NA,"Sobrado, 1997,  Acta Oecologica-International Journal of Ecology 18:383-391."
Betula,papyrifera,Betula papyrifera,NA,NA,-2.1455084473621,NA,-3.47009639870723,NA,NA,NA,NA,NA,,,330,NA,NA,"Sperry, 1994, Plant Cell and Environment 17:1233-1241."
Populus,tremuloides,Populus tremuloides,NA,NA,-2.60794550999713,NA,-5.18638669613133,NA,NA,NA,NA,NA,,,2825,NA,NA,"Sperry, 1994, Plant Cell and Environment 17:1233-1241."
Populus,tremuloides,Populus tremuloides,NA,NA,-2.75330220396096,NA,-5.99961819226158,NA,NA,NA,NA,NA,,,330,NA,NA,"Sperry, 1994, Plant Cell and Environment 17:1233-1241."
Picea,glauca,Picea glauca,NA,NA,-3.79175189277811,NA,-4.93406078233842,NA,NA,NA,NA,NA,,,330,NA,NA,"Sperry, 1994, Plant Cell and Environment 17:1233-1241."
